Lemma,PrincipalParts,Form,Voice,Mood,Tense,Number,Person,Footnote
possum,posse_potui_-,"potes, -ia estis",,indicative,present,plural,2nd,12
possum,posse_potui_-,possunt,,indicative,present,plural,3rd,
possum,posse_potui_-,"potes, -ia sunt",,indicative,present,plural,3rd,12
possum,posse_potui_-,possim,,subjunctive,present,singular,1st,
possum,posse_potui_-,possiem,,subjunctive,present,singular,1st,12
possum,posse_potui_-,possīs,,subjunctive,present,singular,2nd,
possum,posse_potui_-,possiēs,,subjunctive,present,singular,2nd,
possum,posse_potui_-,possit,,subjunctive,present,singular,3rd,
possum,posse_potui_-,postisit,,subjunctive,present,singular,3rd,12
possum,posse_potui_-,possiet,,subjunctive,present,singular,3rd,
possum,posse_potui_-,possīmus,,subjunctive,present,plural,1st,
possum,posse_potui_-,possiemus,,subjunctive,present,plural,1st,
possum,posse_potui_-,possītis,,subjunctive,present,plural,2nd,
possum,posse_potui_-,possietis,,subjunctive,present,plural,2nd,
possum,posse_potui_-,possint,,subjunctive,present,plural,3rd,
possum,posse_potui_-,possient,,subjunctive,present,plural,3rd,
possum,posse_potui_-,posse,,infinitive,present,,,
possum,posse_potui_-,potesse,,infinitive,present,,,12
possum,posse_potui_-,poteram,,indicative,imperfect,singular,1st,
possum,posse_potui_-,poterās,,indicative,imperfect,singular,2nd,
possum,posse_potui_-,poterat,,indicative,imperfect,singular,3rd,
possum,posse_potui_-,poterāmus,,indicative,imperfect,plural,1st,
possum,posse_potui_-,poterātis,,indicative,imperfect,plural,2nd,
possum,posse_potui_-,poterant,,indicative,imperfect,plural,3rd,
possum,posse_potui_-,possem,,subjunctive,imperfect,singular,1st,
possum,posse_potui_-,possēs,,subjunctive,imperfect,singular,2nd,
possum,posse_potui_-,posset,,subjunctive,imperfect,singular,3rd,
possum,posse_potui_-,possēmus,,subjunctive,imperfect,plural,1st,
possum,posse_potui_-,possētis,,subjunctive,imperfect,plural,2nd,
possum,posse_potui_-,possent,,subjunctive,imperfect,plural,3rd,
possum,posse_potui_-,poterō,,indicative,future,singular,1st,
possum,posse_potui_-,poteris,,indicative,future,singular,2nd,
possum,posse_potui_-,poterit,,indicative,future,singular,3rd,
possum,posse_potui_-,poterimus,,indicative,future,plural,1st,
possum,posse_potui_-,poteritis,,indicative,future,plural,2nd,
possum,posse_potui_-,poterunt,,indicative,future,plural,3rd,
possum,posse_potui_-,poterint,,indicative,future,plural,3rd,12
possum,posse_potui_-,potuī,,indicative,perfect,singular,1st,
possum,posse_potui_-,potuistī,,indicative,perfect,singular,2nd,
possum,posse_potui_-,potuit,,indicative,perfect,singular,3rd,
possum,posse_potui_-,potuimus,,indicative,perfect,plural,1st,
possum,posse_potui_-,potuistis,,indicative,perfect,plural,2nd,
possum,posse_potui_-,potuērunt,,indicative,perfect,plural,3rd,
possum,posse_potui_-,potuerim,,subjunctive,perfect,singular,1st,
possum,posse_potui_-,potuerīs,,subjunctive,perfect,singular,2nd,
possum,posse_potui_-,potuerit,,subjunctive,perfect,singular,3rd,
possum,posse_potui_-,potuerīmus,,subjunctive,perfect,plural,1st,
possum,posse_potui_-,potuerītis,,subjunctive,perfect,plural,2nd,
possum,posse_potui_-,potuerint,,subjunctive,perfect,plural,3rd,
possum,posse_potui_-,potuisse,,infinitive,perfect,,,
possum,posse_potui_-,potueram,,indicative,pluperfect,singular,1st,
possum,posse_potui_-,potuerās,,indicative,pluperfect,singular,2nd,
possum,posse_potui_-,potuerat,,indicative,pluperfect,singular,3rd,
possum,posse_potui_-,potuerāmus,,indicative,pluperfect,plural,1st,
possum,posse_potui_-,potuerātis,,indicative,pluperfect,plural,2nd,
possum,posse_potui_-,potuerant,,indicative,pluperfect,plural,3rd,
possum,posse_potui_-,potuissem,,subjunctive,pluperfect,singular,1st,
possum,posse_potui_-,potuissēs,,subjunctive,pluperfect,singular,2nd,
possum,posse_potui_-,potuisset,,subjunctive,pluperfect,singular,3rd,
possum,posse_potui_-,potuissēmus,,subjunctive,pluperfect,plural,1st,
possum,posse_potui_-,potuissētis,,subjunctive,pluperfect,plural,2nd,
possum,posse_potui_-,potuissent,,subjunctive,pluperfect,plural,3rd,
possum,posse_potui_-,potuerō,,indicative,future_perfect,singular,1st,
possum,posse_potui_-,potueris,,indicative,future_perfect,singular,2nd,
possum,posse_potui_-,potuerit,,indicative,future_perfect,singular,3rd,
possum,posse_potui_-,potuerimus,,indicative,future_perfect,plural,1st,
possum,posse_potui_-,potueritis,,indicative,future_perfect,plural,2nd,
possum,posse_potui_-,potuerint,,indicative,future_perfect,plural,3rd,
prosum,prodesse_profui_profuturus,prosum,,indicative,present,singular,1st,
prosum,prodesse_profui_profuturus,prodes,,indicative,present,singular,2nd,
prosum,prodesse_profui_profuturus,prodest,,indicative,present,singular,3rd,
prosum,prodesse_profui_profuturus,prosumus,,indicative,present,plural,1st,
prosum,prodesse_profui_profuturus,prodestis,,indicative,present,plural,2nd,
prosum,prodesse_profui_profuturus,prosunt,,indicative,present,plural,3rd,
prosum,prodesse_profui_profuturus,prosim,,subjunctive,present,singular,1st,
prosum,prodesse_profui_profuturus,prosiem,,subjunctive,present,singular,1st,1
prosum,prodesse_profui_profuturus,profuam,,subjunctive,present,singular,1st,1
prosum,prodesse_profui_profuturus,prosīs,,subjunctive,present,singular,2nd,
prosum,prodesse_profui_profuturus,prosiēs,,subjunctive,present,singular,2nd,1
prosum,prodesse_profui_profuturus,profuās,,subjunctive,present,singular,2nd,1
prosum,prodesse_profui_profuturus,prosit,,subjunctive,present,singular,3rd,
prosum,prodesse_profui_profuturus,prosiet,,subjunctive,present,singular,3rd,1
prosum,prodesse_profui_profuturus,profuat,,subjunctive,present,singular,3rd,1
prosum,prodesse_profui_profuturus,prosīmus,,subjunctive,present,plural,1st,
prosum,prodesse_profui_profuturus,prosītis,,subjunctive,present,plural,2nd,
prosum,prodesse_profui_profuturus,prosint,,subjunctive,present,plural,3rd,
prosum,prodesse_profui_profuturus,prosient,,subjunctive,present,plural,3rd,1
prosum,prodesse_profui_profuturus,profuant,,subjunctive,present,plural,3rd,1
prosum,prodesse_profui_profuturus,prodes,,imperative,present,singular,2nd,
prosum,prodesse_profui_profuturus,prodeste,,imperative,present,plural,2nd,
prosum,prodesse_profui_profuturus,prodesse,,infinitive,present,,,
prosum,prodesse_profui_profuturus,proderam,,indicative,imperfect,singular,1st,
prosum,prodesse_profui_profuturus,proderās,,indicative,imperfect,singular,2nd,
prosum,prodesse_profui_profuturus,proderat,,indicative,imperfect,singular,3rd,
prosum,prodesse_profui_profuturus,proderāmus,,indicative,imperfect,plural,1st,
prosum,prodesse_profui_profuturus,proderātis,,indicative,imperfect,plural,2nd,
prosum,prodesse_profui_profuturus,proderant,,indicative,imperfect,plural,3rd,
prosum,prodesse_profui_profuturus,prodessem,,subjunctive,imperfect,singular,1st,
prosum,prodesse_profui_profuturus,proforem,,subjunctive,imperfect,singular,1st,2
prosum,prodesse_profui_profuturus,prodessēs,,subjunctive,imperfect,singular,2nd,
prosum,prodesse_profui_profuturus,proforēs,,subjunctive,imperfect,singular,2nd,2
prosum,prodesse_profui_profuturus,prodesset,,subjunctive,imperfect,singular,3rd,
prosum,prodesse_profui_profuturus,proforet,,subjunctive,imperfect,singular,3rd,2
prosum,prodesse_profui_profuturus,prodessēmus,,subjunctive,imperfect,plural,1st,
prosum,prodesse_profui_profuturus,proforēmus,,subjunctive,imperfect,plural,1st,2
prosum,prodesse_profui_profuturus,prodessētis,,subjunctive,imperfect,plural,2nd,
prosum,prodesse_profui_profuturus,proforētis,,subjunctive,imperfect,plural,2nd,2
prosum,prodesse_profui_profuturus,prodessent,,subjunctive,imperfect,plural,3rd,
prosum,prodesse_profui_profuturus,proforent,,subjunctive,imperfect,plural,3rd,2
prosum,prodesse_profui_profuturus,proderō,,indicative,future,singular,1st,
prosum,prodesse_profui_profuturus,proderis,,indicative,future,singular,2nd,
prosum,prodesse_profui_profuturus,proderit,,indicative,future,singular,3rd,
prosum,prodesse_profui_profuturus,prodescit,,indicative,future,singular,3rd,1
prosum,prodesse_profui_profuturus,proderimus,,indicative,future,plural,1st,
prosum,prodesse_profui_profuturus,proderitis,,indicative,future,plural,2nd,
prosum,prodesse_profui_profuturus,proderunt,,indicative,future,plural,3rd,
prosum,prodesse_profui_profuturus,prodescunt,,indicative,future,plural,3rd,1
prosum,prodesse_profui_profuturus,prodestō,,imperative,future,singular,2nd,
prosum,prodesse_profui_profuturus,prodestō,,imperative,future,singular,3rd,
prosum,prodesse_profui_profuturus,prodestōte,,imperative,future,plural,2nd,
prosum,prodesse_profui_profuturus,prosuntō,,imperative,future,plural,3rd,
prosum,prodesse_profui_profuturus,profutūrus esse,,infinitive,future,,,
prosum,prodesse_profui_profuturus,profore,,infinitive,future,,,
prosum,prodesse_profui_profuturus,profuī,,indicative,perfect,singular,1st,
prosum,prodesse_profui_profuturus,profuistī,,indicative,perfect,singular,2nd,
prosum,prodesse_profui_profuturus,profuit,,indicative,perfect,singular,3rd,
prosum,prodesse_profui_profuturus,profuimus,,indicative,perfect,plural,1st,
prosum,prodesse_profui_profuturus,profuistis,,indicative,perfect,plural,2nd,
prosum,prodesse_profui_profuturus,profuērunt,,indicative,perfect,plural,3rd,
prosum,prodesse_profui_profuturus,profuēre,,indicative,perfect,plural,3rd,
prosum,prodesse_profui_profuturus,profuerim,,subjunctive,perfect,singular,1st,
prosum,prodesse_profui_profuturus,profueris,,subjunctive,perfect,singular,2nd,
prosum,prodesse_profui_profuturus,profuerit,,subjunctive,perfect,singular,3rd,
prosum,prodesse_profui_profuturus,profuerimus,,subjunctive,perfect,plural,1st,
prosum,prodesse_profui_profuturus,profūvimus,,subjunctive,perfect,plural,1st,
prosum,prodesse_profui_profuturus,profueritis,,subjunctive,perfect,plural,2nd,
prosum,prodesse_profui_profuturus,profuerint,,subjunctive,perfect,plural,3rd,
prosum,prodesse_profui_profuturus,profuisse,,infinitive,perfect,,,
prosum,prodesse_profui_profuturus,profueram,,indicative,pluperfect,singular,1st,
prosum,prodesse_profui_profuturus,profuerās,,indicative,pluperfect,singular,2nd,
prosum,prodesse_profui_profuturus,profuerat,,indicative,pluperfect,singular,3rd,
prosum,prodesse_profui_profuturus,profuerāmus,,indicative,pluperfect,plural,1st,
prosum,prodesse_profui_profuturus,profuerātis,,indicative,pluperfect,plural,2nd,
prosum,prodesse_profui_profuturus,profuerant,,indicative,pluperfect,plural,3rd,
prosum,prodesse_profui_profuturus,profuissem,,subjunctive,pluperfect,singular,1st,
prosum,prodesse_profui_profuturus,profuissēs,,subjunctive,pluperfect,singular,2nd,
prosum,prodesse_profui_profuturus,profuisset,,subjunctive,pluperfect,singular,3rd,
prosum,prodesse_profui_profuturus,profūvisset,,subjunctive,pluperfect,singular,3rd,
prosum,prodesse_profui_profuturus,profuissēmus,,subjunctive,pluperfect,plural,1st,
prosum,prodesse_profui_profuturus,profuissētis,,subjunctive,pluperfect,plural,2nd,
prosum,prodesse_profui_profuturus,profuissent,,subjunctive,pluperfect,plural,3rd,
prosum,prodesse_profui_profuturus,profuerō,,indicative,future_perfect,singular,1st,
prosum,prodesse_profui_profuturus,profueris,,indicative,future_perfect,singular,2nd,
prosum,prodesse_profui_profuturus,profuerit,,indicative,future_perfect,singular,3rd,
prosum,prodesse_profui_profuturus,profuerimus,,indicative,future_perfect,plural,1st,
prosum,prodesse_profui_profuturus,profueritis,,indicative,future_perfect,plural,2nd,
prosum,prodesse_profui_profuturus,profuerint,,indicative,future_perfect,plural,3rd,
absum,abesse_afui_afuturus,absum,,indicative,present,singular,1st,
absum,abesse_abfui_abfuturus,abes,,indicative,present,singular,2nd,
absum,abesse_abfui_abfuturus,abest,,indicative,present,singular,3rd,
absum,abesse_abfui_abfuturus,absumus,,indicative,present,plural,1st,
absum,abesse_abfui_abfuturus,abestis,,indicative,present,plural,2nd,
absum,abesse_abfui_abfuturus,absunt,,indicative,present,plural,3rd,
absum,abesse_abfui_abfuturus,absim,,subjunctive,present,singular,1st,
absum,abesse_abfui_abfuturus,absiem,,subjunctive,present,singular,1st,1
absum,abesse_abfui_abfuturus,abfuam,,subjunctive,present,singular,1st,1
absum,abesse_abfui_abfuturus,absīs,,subjunctive,present,singular,2nd,
absum,abesse_abfui_abfuturus,absiēs,,subjunctive,present,singular,2nd,1
absum,abesse_abfui_abfuturus,abfuās,,subjunctive,present,singular,2nd,1
absum,abesse_abfui_abfuturus,absit,,subjunctive,present,singular,3rd,
absum,abesse_abfui_abfuturus,absiet,,subjunctive,present,singular,3rd,1
absum,abesse_abfui_abfuturus,abfuat,,subjunctive,present,singular,3rd,1
absum,abesse_abfui_abfuturus,absīmus,,subjunctive,present,plural,1st,
absum,abesse_abfui_abfuturus,absītis,,subjunctive,present,plural,2nd,
absum,abesse_abfui_abfuturus,absint,,subjunctive,present,plural,3rd,
absum,abesse_abfui_abfuturus,absient,,subjunctive,present,plural,3rd,1
absum,abesse_abfui_abfuturus,abfuant,,subjunctive,present,plural,3rd,1
absum,abesse_abfui_abfuturus,abes,,imperative,present,singular,2nd,
absum,abesse_abfui_abfuturus,abeste,,imperative,present,plural,2nd,
absum,abesse_abfui_abfuturus,abesse,,infinitive,present,,,
absum,abesse_abfui_abfuturus,aberam,,indicative,imperfect,singular,1st,
absum,abesse_abfui_abfuturus,aberās,,indicative,imperfect,singular,2nd,
absum,abesse_abfui_abfuturus,aberat,,indicative,imperfect,singular,3rd,
absum,abesse_abfui_abfuturus,aberāmus,,indicative,imperfect,plural,1st,
absum,abesse_abfui_abfuturus,aberātis,,indicative,imperfect,plural,2nd,
absum,abesse_abfui_abfuturus,aberant,,indicative,imperfect,plural,3rd,
absum,abesse_abfui_abfuturus,abessem,,subjunctive,imperfect,singular,1st,
absum,abesse_abfui_abfuturus,abforem,,subjunctive,imperfect,singular,1st,2
absum,abesse_abfui_abfuturus,abessēs,,subjunctive,imperfect,singular,2nd,
absum,abesse_abfui_abfuturus,abforēs,,subjunctive,imperfect,singular,2nd,2
absum,abesse_abfui_abfuturus,abesset,,subjunctive,imperfect,singular,3rd,
absum,abesse_abfui_abfuturus,abforet,,subjunctive,imperfect,singular,3rd,2
absum,abesse_abfui_abfuturus,abessēmus,,subjunctive,imperfect,plural,1st,
absum,abesse_abfui_abfuturus,abforēmus,,subjunctive,imperfect,plural,1st,2
absum,abesse_abfui_abfuturus,abessētis,,subjunctive,imperfect,plural,2nd,
absum,abesse_abfui_abfuturus,abforētis,,subjunctive,imperfect,plural,2nd,2
absum,abesse_abfui_abfuturus,abessent,,subjunctive,imperfect,plural,3rd,
absum,abesse_abfui_abfuturus,abforent,,subjunctive,imperfect,plural,3rd,2
absum,abesse_abfui_abfuturus,aberō,,indicative,future,singular,1st,
absum,abesse_abfui_abfuturus,aberis,,indicative,future,singular,2nd,
absum,abesse_abfui_abfuturus,aberit,,indicative,future,singular,3rd,
absum,abesse_abfui_abfuturus,abescit,,indicative,future,singular,3rd,1
absum,abesse_abfui_abfuturus,aberimus,,indicative,future,plural,1st,
absum,abesse_abfui_abfuturus,aberitis,,indicative,future,plural,2nd,
absum,abesse_abfui_abfuturus,aberunt,,indicative,future,plural,3rd,
absum,abesse_abfui_abfuturus,abescunt,,indicative,future,plural,3rd,1
absum,abesse_abfui_abfuturus,abestō,,imperative,future,singular,2nd,
absum,abesse_abfui_abfuturus,abestō,,imperative,future,singular,3rd,
absum,abesse_abfui_abfuturus,abestōte,,imperative,future,plural,2nd,
absum,abesse_abfui_abfuturus,absuntō,,imperative,future,plural,3rd,
absum,abesse_abfui_abfuturus,abfutūrus esse,,infinitive,future,,,
absum,abesse_abfui_abfuturus,abfore,,infinitive,future,,,
absum,abesse_abfui_abfuturus,abfuī,,indicative,perfect,singular,1st,
absum,abesse_abfui_abfuturus,abfuistī,,indicative,perfect,singular,2nd,
absum,abesse_abfui_abfuturus,abfuit,,indicative,perfect,singular,3rd,
absum,abesse_abfui_abfuturus,abfuimus,,indicative,perfect,plural,1st,
absum,abesse_abfui_abfuturus,abfuistis,,indicative,perfect,plural,2nd,
absum,abesse_abfui_abfuturus,abfuērunt,,indicative,perfect,plural,3rd,
absum,abesse_abfui_abfuturus,abfuēre,,indicative,perfect,plural,3rd,
absum,abesse_abfui_abfuturus,abfuerim,,subjunctive,perfect,singular,1st,
absum,abesse_abfui_abfuturus,abfueris,,subjunctive,perfect,singular,2nd,
absum,abesse_abfui_abfuturus,abfuerit,,subjunctive,perfect,singular,3rd,
absum,abesse_abfui_abfuturus,abfuerimus,,subjunctive,perfect,plural,1st,
absum,abesse_abfui_abfuturus,abfūvimus,,subjunctive,perfect,plural,1st,
absum,abesse_abfui_abfuturus,abfueritis,,subjunctive,perfect,plural,2nd,
absum,abesse_abfui_abfuturus,abfuerint,,subjunctive,perfect,plural,3rd,
absum,abesse_abfui_abfuturus,abfuisse,,infinitive,perfect,,,
absum,abesse_abfui_abfuturus,abfueram,,indicative,pluperfect,singular,1st,
absum,abesse_abfui_abfuturus,abfuerās,,indicative,pluperfect,singular,2nd,
absum,abesse_abfui_abfuturus,abfuerat,,indicative,pluperfect,singular,3rd,
absum,abesse_abfui_abfuturus,abfuerāmus,,indicative,pluperfect,plural,1st,
absum,abesse_abfui_abfuturus,abfuerātis,,indicative,pluperfect,plural,2nd,
absum,abesse_abfui_abfuturus,abfuerant,,indicative,pluperfect,plural,3rd,
absum,abesse_abfui_abfuturus,abfuissem,,subjunctive,pluperfect,singular,1st,
absum,abesse_abfui_abfuturus,abfuissēs,,subjunctive,pluperfect,singular,2nd,
absum,abesse_abfui_abfuturus,abfuisset,,subjunctive,pluperfect,singular,3rd,
absum,abesse_abfui_abfuturus,abfūvisset,,subjunctive,pluperfect,singular,3rd,
absum,abesse_abfui_abfuturus,abfuissēmus,,subjunctive,pluperfect,plural,1st,
absum,abesse_abfui_abfuturus,abfuissētis,,subjunctive,pluperfect,plural,2nd,
absum,abesse_abfui_abfuturus,abfuissent,,subjunctive,pluperfect,plural,3rd,
absum,abesse_abfui_abfuturus,abfuerō,,indicative,future_perfect,singular,1st,
absum,abesse_abfui_abfuturus,abfueris,,indicative,future_perfect,singular,2nd,
absum,abesse_abfui_abfuturus,abfuerit,,indicative,future_perfect,singular,3rd,
absum,abesse_abfui_abfuturus,abfuerimus,,indicative,future_perfect,plural,1st,
absum,abesse_abfui_abfuturus,abfueritis,,indicative,future_perfect,plural,2nd,
absum,abesse_abfui_abfuturus,abfuerint,,indicative,future_perfect,plural,3rd,
adsum,adesse_adfui_adfuturus,adsum,,indicative,present,singular,1st,
adsum,adesse_adfui_adfuturus,ades,,indicative,present,singular,2nd,
adsum,adesse_adfui_adfuturus,adest,,indicative,present,singular,3rd,
adsum,adesse_adfui_adfuturus,adsumus,,indicative,present,plural,1st,
adsum,adesse_adfui_adfuturus,adestis,,indicative,present,plural,2nd,
adsum,adesse_adfui_adfuturus,adsunt,,indicative,present,plural,3rd,
adsum,adesse_adfui_adfuturus,adsim,,subjunctive,present,singular,1st,
adsum,adesse_adfui_adfuturus,adsiem,,subjunctive,present,singular,1st,1
adsum,adesse_adfui_adfuturus,adfuam,,subjunctive,present,singular,1st,1
adsum,adesse_adfui_adfuturus,adsīs,,subjunctive,present,singular,2nd,
adsum,adesse_adfui_adfuturus,adsiēs,,subjunctive,present,singular,2nd,1
adsum,adesse_adfui_adfuturus,adfuās,,subjunctive,present,singular,2nd,1
adsum,adesse_adfui_adfuturus,adsit,,subjunctive,present,singular,3rd,
adsum,adesse_adfui_adfuturus,adsiet,,subjunctive,present,singular,3rd,1
adsum,adesse_adfui_adfuturus,adfuat,,subjunctive,present,singular,3rd,1
adsum,adesse_adfui_adfuturus,adsīmus,,subjunctive,present,plural,1st,
adsum,adesse_adfui_adfuturus,adsītis,,subjunctive,present,plural,2nd,
adsum,adesse_adfui_adfuturus,adsint,,subjunctive,present,plural,3rd,
adsum,adesse_adfui_adfuturus,adsient,,subjunctive,present,plural,3rd,1
adsum,adesse_adfui_adfuturus,adfuant,,subjunctive,present,plural,3rd,1
adsum,adesse_adfui_adfuturus,ades,,imperative,present,singular,2nd,
adsum,adesse_adfui_adfuturus,adeste,,imperative,present,plural,2nd,
adsum,adesse_adfui_adfuturus,adesse,,infinitive,present,,,
adsum,adesse_adfui_adfuturus,aderam,,indicative,imperfect,singular,1st,
adsum,adesse_adfui_adfuturus,aderās,,indicative,imperfect,singular,2nd,
adsum,adesse_adfui_adfuturus,aderat,,indicative,imperfect,singular,3rd,
adsum,adesse_adfui_adfuturus,aderāmus,,indicative,imperfect,plural,1st,
adsum,adesse_adfui_adfuturus,aderātis,,indicative,imperfect,plural,2nd,
adsum,adesse_adfui_adfuturus,aderant,,indicative,imperfect,plural,3rd,
adsum,adesse_adfui_adfuturus,adessem,,subjunctive,imperfect,singular,1st,
adsum,adesse_adfui_adfuturus,adforem,,subjunctive,imperfect,singular,1st,2
adsum,adesse_adfui_adfuturus,adessēs,,subjunctive,imperfect,singular,2nd,
adsum,adesse_adfui_adfuturus,adforēs,,subjunctive,imperfect,singular,2nd,2
adsum,adesse_adfui_adfuturus,adesset,,subjunctive,imperfect,singular,3rd,
adsum,adesse_adfui_adfuturus,adforet,,subjunctive,imperfect,singular,3rd,2
adsum,adesse_adfui_adfuturus,adessēmus,,subjunctive,imperfect,plural,1st,
adsum,adesse_adfui_adfuturus,adforēmus,,subjunctive,imperfect,plural,1st,2
adsum,adesse_adfui_adfuturus,adessētis,,subjunctive,imperfect,plural,2nd,
adsum,adesse_adfui_adfuturus,adforētis,,subjunctive,imperfect,plural,2nd,2
adsum,adesse_adfui_adfuturus,adessent,,subjunctive,imperfect,plural,3rd,
adsum,adesse_adfui_adfuturus,adforent,,subjunctive,imperfect,plural,3rd,2
adsum,adesse_adfui_adfuturus,aderō,,indicative,future,singular,1st,
adsum,adesse_adfui_adfuturus,aderis,,indicative,future,singular,2nd,
adsum,adesse_adfui_adfuturus,aderit,,indicative,future,singular,3rd,
adsum,adesse_adfui_adfuturus,adescit,,indicative,future,singular,3rd,1
adsum,adesse_adfui_adfuturus,aderimus,,indicative,future,plural,1st,
adsum,adesse_adfui_adfuturus,aderitis,,indicative,future,plural,2nd,
adsum,adesse_adfui_adfuturus,aderunt,,indicative,future,plural,3rd,
adsum,adesse_adfui_adfuturus,adescunt,,indicative,future,plural,3rd,1
adsum,adesse_adfui_adfuturus,adestō,,imperative,future,singular,2nd,
adsum,adesse_adfui_adfuturus,adestō,,imperative,future,singular,3rd,
adsum,adesse_adfui_adfuturus,adestōte,,imperative,future,plural,2nd,
adsum,adesse_adfui_adfuturus,adsuntō,,imperative,future,plural,3rd,
adsum,adesse_adfui_adfuturus,adfutūrus esse,,infinitive,future,,,
adsum,adesse_adfui_adfuturus,adfore,,infinitive,future,,,
adsum,adesse_adfui_adfuturus,adfuī,,indicative,perfect,singular,1st,
adsum,adesse_adfui_adfuturus,adfuistī,,indicative,perfect,singular,2nd,
adsum,adesse_adfui_adfuturus,adfuit,,indicative,perfect,singular,3rd,
adsum,adesse_adfui_adfuturus,adfuimus,,indicative,perfect,plural,1st,
adsum,adesse_adfui_adfuturus,adfuistis,,indicative,perfect,plural,2nd,
adsum,adesse_adfui_adfuturus,adfuērunt,,indicative,perfect,plural,3rd,
adsum,adesse_adfui_adfuturus,adfuēre,,indicative,perfect,plural,3rd,
adsum,adesse_adfui_adfuturus,adfuerim,,subjunctive,perfect,singular,1st,
adsum,adesse_adfui_adfuturus,adfueris,,subjunctive,perfect,singular,2nd,
adsum,adesse_adfui_adfuturus,adfuerit,,subjunctive,perfect,singular,3rd,
adsum,adesse_adfui_adfuturus,adfuerimus,,subjunctive,perfect,plural,1st,
adsum,adesse_adfui_adfuturus,adfūvimus,,subjunctive,perfect,plural,1st,
adsum,adesse_adfui_adfuturus,adfueritis,,subjunctive,perfect,plural,2nd,
adsum,adesse_adfui_adfuturus,adfuerint,,subjunctive,perfect,plural,3rd,
adsum,adesse_adfui_adfuturus,adfuisse,,infinitive,perfect,,,
adsum,adesse_adfui_adfuturus,adfueram,,indicative,pluperfect,singular,1st,
adsum,adesse_adfui_adfuturus,adfuerās,,indicative,pluperfect,singular,2nd,
adsum,adesse_adfui_adfuturus,adfuerat,,indicative,pluperfect,singular,3rd,
adsum,adesse_adfui_adfuturus,adfuerāmus,,indicative,pluperfect,plural,1st,
adsum,adesse_adfui_adfuturus,adfuerātis,,indicative,pluperfect,plural,2nd,
adsum,adesse_adfui_adfuturus,adfuerant,,indicative,pluperfect,plural,3rd,
adsum,adesse_adfui_adfuturus,adfuissem,,subjunctive,pluperfect,singular,1st,
adsum,adesse_adfui_adfuturus,adfuissēs,,subjunctive,pluperfect,singular,2nd,
adsum,adesse_adfui_adfuturus,adfuisset,,subjunctive,pluperfect,singular,3rd,
adsum,adesse_adfui_adfuturus,adfūvisset,,subjunctive,pluperfect,singular,3rd,
adsum,adesse_adfui_adfuturus,adfuissēmus,,subjunctive,pluperfect,plural,1st,
adsum,adesse_adfui_adfuturus,adfuissētis,,subjunctive,pluperfect,plural,2nd,
adsum,adesse_adfui_adfuturus,adfuissent,,subjunctive,pluperfect,plural,3rd,
adsum,adesse_adfui_adfuturus,adfuerō,,indicative,future_perfect,singular,1st,
adsum,adesse_adfui_adfuturus,adfueris,,indicative,future_perfect,singular,2nd,
adsum,adesse_adfui_adfuturus,adfuerit,,indicative,future_perfect,singular,3rd,
adsum,adesse_adfui_adfuturus,adfuerimus,,indicative,future_perfect,plural,1st,
adsum,adesse_adfui_adfuturus,adfueritis,,indicative,future_perfect,plural,2nd,
adsum,adesse_adfui_adfuturus,adfuerint,,indicative,future_perfect,plural,3rd,
subsum,subesse_subfui_subfuturus,subsum,,indicative,present,singular,1st,
subsum,subesse_subfui_subfuturus,subes,,indicative,present,singular,2nd,
subsum,subesse_subfui_subfuturus,subest,,indicative,present,singular,3rd,
subsum,subesse_subfui_subfuturus,subsumus,,indicative,present,plural,1st,
subsum,subesse_subfui_subfuturus,subestis,,indicative,present,plural,2nd,
subsum,subesse_subfui_subfuturus,subsunt,,indicative,present,plural,3rd,
subsum,subesse_subfui_subfuturus,subsim,,subjunctive,present,singular,1st,
subsum,subesse_subfui_subfuturus,subsiem,,subjunctive,present,singular,1st,1
subsum,subesse_subfui_subfuturus,subfuam,,subjunctive,present,singular,1st,1
subsum,subesse_subfui_subfuturus,subsīs,,subjunctive,present,singular,2nd,
subsum,subesse_subfui_subfuturus,subsiēs,,subjunctive,present,singular,2nd,1
subsum,subesse_subfui_subfuturus,subfuās,,subjunctive,present,singular,2nd,1
subsum,subesse_subfui_subfuturus,subsit,,subjunctive,present,singular,3rd,
subsum,subesse_subfui_subfuturus,subsiet,,subjunctive,present,singular,3rd,1
subsum,subesse_subfui_subfuturus,subfuat,,subjunctive,present,singular,3rd,1
subsum,subesse_subfui_subfuturus,subsīmus,,subjunctive,present,plural,1st,
subsum,subesse_subfui_subfuturus,subsītis,,subjunctive,present,plural,2nd,
subsum,subesse_subfui_subfuturus,subsint,,subjunctive,present,plural,3rd,
subsum,subesse_subfui_subfuturus,subsient,,subjunctive,present,plural,3rd,1
subsum,subesse_subfui_subfuturus,subfuant,,subjunctive,present,plural,3rd,1
subsum,subesse_subfui_subfuturus,subes,,imperative,present,singular,2nd,
subsum,subesse_subfui_subfuturus,subeste,,imperative,present,plural,2nd,
subsum,subesse_subfui_subfuturus,subesse,,infinitive,present,,,
subsum,subesse_subfui_subfuturus,suberam,,indicative,imperfect,singular,1st,
subsum,subesse_subfui_subfuturus,suberās,,indicative,imperfect,singular,2nd,
subsum,subesse_subfui_subfuturus,suberat,,indicative,imperfect,singular,3rd,
subsum,subesse_subfui_subfuturus,suberāmus,,indicative,imperfect,plural,1st,
